From	Entry	Entry.Name	Gene.Names
Q487R9	Q487R9	Q487R9_COLP3	CPS_0947
Q480K7	Q480K7	PYRD_COLP3	CPS_2800
Q487S0	Q487S0	Q487S0_COLP3	CPS_0946
Q487S4	Q487S4	Q487S4_COLP3	CPS_0942
Q47UN7	Q47UN7	ILVD_COLP3	CPS_4846
Q487T6	Q487T6	Q487T6_COLP3	CPS_0930
Q487T7	Q487T7	Q487T7_COLP3	CPS_0929
Q487U0	Q487U0	Q487U0_COLP3	CPS_0926
Q487U6	Q487U6	Q487U6_COLP3	CPS_0920
Q480Q2	Q480Q2	SYS_COLP3	CPS_2755
Q487W2	Q487W2	Q487W2_COLP3	CPS_0904
Q487W7	Q487W7	Q487W7_COLP3	CPS_0899
Q488C5	Q488C5	Q488C5_COLP3	CPS_0841
Q481G3	Q481G3	SYN_COLP3	CPS_2591
Q488F1	Q488F1	Q488F1_COLP3	CPS_0815
Q488H8	Q488H8	Q488H8_COLP3	CPS_0788
Q488L5	Q488L5	Q488L5_COLP3	CPS_0750
Q488L8	Q488L8	Q488L8_COLP3	CPS_0746
Q488N1	Q488N1	Q488N1_COLP3	CPS_0733
Q488N2	Q488N2	Q488N2_COLP3	CPS_0732
Q488N3	Q488N3	Q488N3_COLP3	CPS_0731
Q488P0	Q488P0	Q488P0_COLP3	CPS_0724
Q488P1	Q488P1	Q488P1_COLP3	CPS_0723
Q488P2	Q488P2	Q488P2_COLP3	CPS_0722
Q488R6	Q488R6	Q488R6_COLP3	CPS_0698
Q488S2	Q488S2	Q488S2_COLP3	CPS_0692
Q482F9	Q482F9	PYRF_COLP3	CPS_2339
Q488W3	Q488W3	Q488W3_COLP3	CPS_0651
Q489B6	Q489B6	Q489B6_COLP3	CPS_0598
Q482G5	Q482G5	AROA_COLP3	CPS_2333
Q489B7	Q489B7	Q489B7_COLP3	CPS_0597
Q489B8	Q489B8	Q489B8_COLP3	CPS_0596
Q489B9	Q489B9	Q489B9_COLP3	CPS_0595
Q482G8	Q482G8	UBIG_COLP3	CPS_2330
Q489F1	Q489F1	Q489F1_COLP3	CPS_0555
Q489M3	Q489M3	Q489M3_COLP3	CPS_0483
Q482K2	Q482K2	PLSX_COLP3	CPS_2295
Q489N1	Q489N1	Q489N1_COLP3	CPS_0475
Q489P2	Q489P2	Q489P2_COLP3	CPS_0464
Q489P4	Q489P4	Q489P4_COLP3	CPS_0462
Q489Q6	Q489Q6	Q489Q6_COLP3	CPS_0450
Q489R6	Q489R6	Q489R6_COLP3	CPS_0440
Q482K5	Q482K5	NTPPB_COLP3	CPS_2292
Q489U4	Q489U4	Q489U4_COLP3	CPS_0412
Q482M9	Q482M9	RLMF_COLP3	CPS_2268
Q489V4	Q489V4	Q489V4_COLP3	CPS_0402
Q489W2	Q489W2	Q489W2_COLP3	CPS_0394
Q48A03	Q48A03	Q48A03_COLP3	CPS_0353
Q48A19	Q48A19	Q48A19_COLP3	CPS_0328
Q482S1	Q482S1	SUCC_COLP3	CPS_2221
Q48A21	Q48A21	Q48A21_COLP3	CPS_0326
Q48A26	Q48A26	Q48A26_COLP3	CPS_0321
Q48A32	Q48A32	Q48A32_COLP3	CPS_0315
Q48A51	Q48A51	Q48A51_COLP3	CPS_0296
Q48A52	Q48A52	Q48A52_COLP3	CPS_0295
Q48A53	Q48A53	Q48A53_COLP3	CPS_0294
Q48A60	Q48A60	Q48A60_COLP3	CPS_0287
Q482T6	Q482T6	RS15_COLP3	CPS_2206
Q48A67	Q48A67	Q48A67_COLP3	CPS_0279
Q48A68	Q48A68	Q48A68_COLP3	CPS_0278
Q48A70	Q48A70	Q48A70_COLP3	CPS_0276
Q482T7	Q482T7	TRUB_COLP3	CPS_2205
Q48A98	Q48A98	Q48A98_COLP3	CPS_0248
Q48AD2	Q48AD2	Q48AD2_COLP3	CPS_0214
Q48AG9	Q48AG9	Q48AG9_COLP3	CPS_0176
Q48AH1	Q48AH1	Q48AH1_COLP3	CPS_0174
Q48AI2	Q48AI2	Q48AI2_COLP3	CPS_0163
Q48AI3	Q48AI3	Q48AI3_COLP3	CPS_0162
Q48AI6	Q48AI6	Q48AI6_COLP3	CPS_0159
Q48AJ2	Q48AJ2	Q48AJ2_COLP3	CPS_0153
Q48AJ4	Q48AJ4	Q48AJ4_COLP3	CPS_0151
Q482Z9	Q482Z9	CYSN_COLP3	CPS_2143
Q48AK3	Q48AK3	Q48AK3_COLP3	CPS_0142
Q483A0	Q483A0	CYSD_COLP3	CPS_2142
Q48AN6	Q48AN6	Q48AN6_COLP3	CPS_0109
Q48AQ9	Q48AQ9	Q48AQ9_COLP3	CPS_0086
Q48AR4	Q48AR4	Q48AR4_COLP3	CPS_0081
Q48AR5	Q48AR5	Q48AR5_COLP3	CPS_0080
Q48AR9	Q48AR9	Q48AR9_COLP3	CPS_0076
Q48AS4	Q48AS4	Q48AS4_COLP3	CPS_0004
Q48AT0	Q48AT0	Q48AT0_COLP3	CPS_0018
Q47UQ0	Q47UQ0	PROA_COLP3	CPS_4833
Q483B6	Q483B6	MSBA1_COLP3	CPS_2125
Q48AX4	Q48AX4	Q48AX4_COLP3	CPS_0068
Q483C4	Q483C4	RUVB_COLP3	CPS_2117
Q47ZI0	Q47ZI0	Q47ZI0_COLP3	CPS_3092
Q483D0	Q483D0	CMOB_COLP3	CPS_2111
Q486K2	Q486K2	Q486K2_COLP3	CPS_1270
Q487H3	Q487H3	Q487H3_COLP3	CPS_1048
Q489V3	Q489V3	Q489V3_COLP3	CPS_0403
Q48AN5	Q48AN5	Q48AN5_COLP3	CPS_0110
Q483H8	Q483H8	HISXH_COLP3	CPS_2061
Q483Q8	Q483Q8	DEOD_COLP3	CPS_1978
Q47WL7	Q47WL7	Q47WL7_COLP3	CPS_4153
Q48AN7	Q48AN7	Q48AN7_COLP3	CPS_0108
Q489B3	Q489B3	Q489B3_COLP3	CPS_0601
Q484J7	Q484J7	RIMO_COLP3	CPS_1787
Q484P6	Q484P6	TOLB_COLP3	CPS_1731
Q484Q5	Q484Q5	SYL_COLP3	CPS_1722
Q484R7	Q484R7	LIPB_COLP3	CPS_1710
Q47W40	Q47W40	Q47W40_COLP3	CPS_4333
Q485F2	Q485F2	ACCA_COLP3	CPS_1571
Q485F5	Q485F5	LPXB_COLP3	CPS_1568
Q47ZX2	Q47ZX2	Q47ZX2_COLP3	CPS_2947
Q485G0	Q485G0	LPXD_COLP3	CPS_1563
Q485G7	Q485G7	RRF_COLP3	CPS_1556
Q485G8	Q485G8	PYRH_COLP3	CPS_1555
Q485H4	Q485H4	GLND_COLP3	CPS_1549
Q482F5	Q482F5	Q482F5_COLP3	CPS_2343
Q485K0	Q485K0	CHEB_COLP3	CPS_1523
Q485Q8	Q485Q8	EFPL_COLP3	CPS_1465
Q47Z08	Q47Z08	Q47Z08_COLP3	CPS_3286
Q485R8	Q485R8	PY2CR_COLP3	CPS_1455
Q486C6	Q486C6	Q486C6_COLP3	CPS_1346
Q485S0	Q485S0	T3HPD_COLP3	CPS_1453
Q47WE2	Q47WE2	Q47WE2_COLP3	CPS_4230
Q486M1	Q486M1	YQGF_COLP3	CPS_1251
Q486R8	Q486R8	RDGC_COLP3	CPS_1204
Q486U0	Q486U0	SYI_COLP3	CPS_1182
Q486Y7	Q486Y7	HSCB_COLP3	CPS_1135
Q487A4	Q487A4	ACEK_COLP3	CPS_1118
Q487B1	Q487B1	SYR_COLP3	CPS_1110
Q487E5	Q487E5	PIMT_COLP3	CPS_1076
Q487E9	Q487E9	ISPD_COLP3	CPS_1072
Q487G8	Q487G8	PDXH_COLP3	CPS_1053
Q487H4	Q487H4	CSRA_COLP3	CPS_1043
Q487H5	Q487H5	SYA_COLP3	CPS_1042
Q487I2	Q487I2	CCMA_COLP3	CPS_1034
Q487Q9	Q487Q9	CH60_COLP3	CPS_0957
Q487R0	Q487R0	CH10_COLP3	CPS_0956
Q487R3	Q487R3	DSBD_COLP3	CPS_0953
Q487Z2	Q487Z2	RS10_COLP3	CPS_0874
Q488J6	Q488J6	SELU_COLP3	CPS_0769
Q488J7	Q488J7	SELD_COLP3	CPS_0768
Q488M4	Q488M4	AMPA_COLP3	CPS_0740
Q488M6	Q488M6	SYV_COLP3	CPS_0738
Q488N5	Q488N5	NRDR_COLP3	CPS_0729
Q488N6	Q488N6	GLYA1_COLP3	CPS_0728
Q488Q1	Q488Q1	FABV_COLP3	CPS_0713
Q488Q3	Q488Q3	RLMG_COLP3	CPS_0711
Q47UW3	Q47UW3	EFG2_COLP3	CPS_4765
Q488Z9	Q488Z9	RS8_COLP3	CPS_0615
Q489F4	Q489F4	PUR9_COLP3	CPS_0552
Q489N3	Q489N3	AROB_COLP3	CPS_0473
Q489P3	Q489P3	ASSY_COLP3	CPS_0463
Q47UW8	Q47UW8	CYSI_COLP3	CPS_4760
Q489P5	Q489P5	ARGB_COLP3	CPS_0461
Q489Q8	Q489Q8	DCUP_COLP3	CPS_0448
Q489W4	Q489W4	FADA_COLP3	CPS_0392
Q48A14	Q48A14	STHA_COLP3	CPS_0334
Q47UY2	Q47UY2	MURB_COLP3	CPS_4746
Q48A22	Q48A22	HFQ_COLP3	CPS_0325
Q48A23	Q48A23	MIAA_COLP3	CPS_0324
Q48A24	Q48A24	MUTL_COLP3	CPS_0323
Q48A63	Q48A63	ENGB_COLP3	CPS_0284
Q48AD7	Q48AD7	RL28_COLP3	CPS_0209
Q48AG4	Q48AG4	SLMA_COLP3	CPS_0181
Q48AK7	Q48AK7	RSMJ_COLP3	CPS_0138
Q48AL2	Q48AL2	PLSB_COLP3	CPS_0133
Q48AR8	Q48AR8	DAPF_COLP3	CPS_0077
Q48AS2	Q48AS2	SYGB_COLP3	CPS_0006
Q48AW3	Q48AW3	ATPD_COLP3	CPS_0059
Q48AW4	Q48AW4	ATPF_COLP3	CPS_0058
Q48AW6	Q48AW6	ATP6_COLP3	CPS_0056
Q48AW7	Q48AW7	CYAY_COLP3	CPS_0075
Q47U37	Q47U37	Q47U37_COLP3	CPS_5048
Q47U51	Q47U51	Q47U51_COLP3	CPS_5033
Q47V96	Q47V96	GSA_COLP3	CPS_4629
Q47U97	Q47U97	Q47U97_COLP3	CPS_4987
Q47U98	Q47U98	Q47U98_COLP3	CPS_4986
Q47U99	Q47U99	Q47U99_COLP3	CPS_4985
Q47UA0	Q47UA0	Q47UA0_COLP3	CPS_4984
Q47UA8	Q47UA8	Q47UA8_COLP3	CPS_4976
Q47UB1	Q47UB1	Q47UB1_COLP3	CPS_4973
Q47UB4	Q47UB4	Q47UB4_COLP3	CPS_4970
Q47UC3	Q47UC3	Q47UC3_COLP3	CPS_4961
Q47UD3	Q47UD3	Q47UD3_COLP3	CPS_4951
Q47UF2	Q47UF2	Q47UF2_COLP3	CPS_4932
Q47VD1	Q47VD1	HSLO_COLP3	CPS_4594
Q47UJ0	Q47UJ0	Q47UJ0_COLP3	CPS_4894
Q47VH8	Q47VH8	Y4546_COLP3	CPS_4546
Q47UN6	Q47UN6	Q47UN6_COLP3	CPS_4847
Q47UN9	Q47UN9	Q47UN9_COLP3	CPS_4844
Q47UP0	Q47UP0	Q47UP0_COLP3	CPS_4843
Q47VJ4	Q47VJ4	MURA_COLP3	CPS_4530
Q47UQ6	Q47UQ6	Q47UQ6_COLP3	CPS_4827
Q47VJ8	Q47VJ8	RSMA_COLP3	CPS_4526
Q47US5	Q47US5	Q47US5_COLP3	CPS_4808
Q47US7	Q47US7	Q47US7_COLP3	CPS_4806
Q47US8	Q47US8	Q47US8_COLP3	CPS_4805
Q47VJ9	Q47VJ9	PDXA_COLP3	CPS_4525
Q47UU4	Q47UU4	Q47UU4_COLP3	CPS_4789
Q47VK0	Q47VK0	SURA_COLP3	CPS_4524
Q47UW9	Q47UW9	Q47UW9_COLP3	CPS_4759
Q47UX4	Q47UX4	Q47UX4_COLP3	CPS_4754
Q47UZ2	Q47UZ2	Q47UZ2_COLP3	CPS_4736
Q47V02	Q47V02	Q47V02_COLP3	CPS_4726
Q47V05	Q47V05	Q47V05_COLP3	CPS_4723
Q47V31	Q47V31	Q47V31_COLP3	CPS_4697
Q47V63	Q47V63	Q47V63_COLP3	CPS_4665
Q47V78	Q47V78	Q47V78_COLP3	CPS_4647
Q47V79	Q47V79	Q47V79_COLP3	CPS_4646
Q47VA4	Q47VA4	Q47VA4_COLP3	CPS_4621
Q47VA5	Q47VA5	Q47VA5_COLP3	CPS_4620
Q47VA8	Q47VA8	Q47VA8_COLP3	CPS_4617
Q47VC9	Q47VC9	Q47VC9_COLP3	CPS_4596
Q47VD2	Q47VD2	Q47VD2_COLP3	CPS_4593
Q47VD4	Q47VD4	Q47VD4_COLP3	CPS_4591
Q47VD5	Q47VD5	Q47VD5_COLP3	CPS_4590
Q47VE2	Q47VE2	Q47VE2_COLP3	CPS_4583
Q47VE6	Q47VE6	Q47VE6_COLP3	CPS_4578
Q47VE8	Q47VE8	Q47VE8_COLP3	CPS_4576
Q47VF1	Q47VF1	Q47VF1_COLP3	CPS_4573
Q47VN0	Q47VN0	RSMC_COLP3	CPS_4494
Q47VG3	Q47VG3	Q47VG3_COLP3	CPS_4561
Q47VG8	Q47VG8	Q47VG8_COLP3	CPS_4556
Q47VQ0	Q47VQ0	MRAZ_COLP3	CPS_4474
Q47VH1	Q47VH1	Q47VH1_COLP3	CPS_4553
Q47VI1	Q47VI1	Q47VI1_COLP3	CPS_4543
Q47VQ1	Q47VQ1	RSMH_COLP3	CPS_4473
Q47VI5	Q47VI5	Q47VI5_COLP3	CPS_4539
Q47VI6	Q47VI6	Q47VI6_COLP3	CPS_4538
Q47VJ3	Q47VJ3	Q47VJ3_COLP3	CPS_4531
Q47VQ7	Q47VQ7	MURD_COLP3	CPS_4467
Q47VK4	Q47VK4	Q47VK4_COLP3	CPS_4520
Q47VM2	Q47VM2	Q47VM2_COLP3	CPS_4502
Q47VM3	Q47VM3	Q47VM3_COLP3	CPS_4501
Q47VN6	Q47VN6	Q47VN6_COLP3	CPS_4488
Q47VN7	Q47VN7	Q47VN7_COLP3	CPS_4487
Q47VP3	Q47VP3	Q47VP3_COLP3	CPS_4481
Q47VP4	Q47VP4	Q47VP4_COLP3	CPS_4480
Q47VQ4	Q47VQ4	Q47VQ4_COLP3	CPS_4470
Q47VR0	Q47VR0	MURC_COLP3	CPS_4464
Q47VQ5	Q47VQ5	Q47VQ5_COLP3	CPS_4469
Q47VR3	Q47VR3	Q47VR3_COLP3	CPS_4461
Q47VS3	Q47VS3	Q47VS3_COLP3	CPS_4451
Q47VT4	Q47VT4	Q47VT4_COLP3	CPS_4440
Q47VR1	Q47VR1	DDL_COLP3	CPS_4463
Q47VT7	Q47VT7	Q47VT7_COLP3	CPS_4437
Q47VT8	Q47VT8	Q47VT8_COLP3	CPS_4436
Q47VT9	Q47VT9	Q47VT9_COLP3	CPS_4435
Q47VV5	Q47VV5	Q47VV5_COLP3	CPS_4418
Q47VW5	Q47VW5	Q47VW5_COLP3	CPS_4408
Q47VW8	Q47VW8	Q47VW8_COLP3	CPS_4405
Q47VX1	Q47VX1	Q47VX1_COLP3	CPS_4402
Q47VS0	Q47VS0	SECA_COLP3	CPS_4454
Q47VX5	Q47VX5	Q47VX5_COLP3	CPS_4398
Q47VY4	Q47VY4	Q47VY4_COLP3	CPS_4389
Q47W02	Q47W02	Q47W02_COLP3	CPS_4371
Q47W04	Q47W04	Q47W04_COLP3	CPS_4369
Q47W07	Q47W07	Q47W07_COLP3	CPS_4366
Q47W11	Q47W11	Q47W11_COLP3	CPS_4362
Q47W12	Q47W12	Q47W12_COLP3	CPS_4361
Q47W16	Q47W16	Q47W16_COLP3	CPS_4357
Q47W20	Q47W20	Q47W20_COLP3	CPS_4353
Q47W22	Q47W22	Q47W22_COLP3	CPS_4351
Q47W25	Q47W25	Q47W25_COLP3	CPS_4348
Q47W26	Q47W26	Q47W26_COLP3	CPS_4347
Q47W27	Q47W27	Q47W27_COLP3	CPS_4346
Q47W29	Q47W29	Q47W29_COLP3	CPS_4344
Q47W32	Q47W32	Q47W32_COLP3	CPS_4341
Q47W37	Q47W37	Q47W37_COLP3	CPS_4336
Q47W39	Q47W39	Q47W39_COLP3	CPS_4334
Q47W62	Q47W62	Q47W62_COLP3	CPS_4310
Q47W79	Q47W79	Q47W79_COLP3	CPS_4293
Q47W81	Q47W81	Q47W81_COLP3	CPS_4291
Q47W82	Q47W82	Q47W82_COLP3	CPS_4290
Q47W83	Q47W83	Q47W83_COLP3	CPS_4289
Q47W94	Q47W94	Q47W94_COLP3	CPS_4278
Q47W97	Q47W97	Q47W97_COLP3	CPS_4275
Q47WA0	Q47WA0	Q47WA0_COLP3	CPS_4272
Q47VY5	Q47VY5	SECB_COLP3	CPS_4388
Q47WA2	Q47WA2	Q47WA2_COLP3	CPS_4270
Q47WB1	Q47WB1	Q47WB1_COLP3	CPS_4261
Q47WB9	Q47WB9	Q47WB9_COLP3	CPS_4253
Q47WC2	Q47WC2	Q47WC2_COLP3	CPS_4250
Q47WC3	Q47WC3	Q47WC3_COLP3	CPS_4249
Q47WC6	Q47WC6	Q47WC6_COLP3	CPS_4246
Q47VY6	Q47VY6	GPDA_COLP3	CPS_4387
Q47WC8	Q47WC8	Q47WC8_COLP3	CPS_4244
Q47WD6	Q47WD6	Q47WD6_COLP3	CPS_4236
Q47VZ2	Q47VZ2	PSD_COLP3	CPS_4381
Q47WG0	Q47WG0	Q47WG0_COLP3	CPS_4212
Q47WG4	Q47WG4	Q47WG4_COLP3	CPS_4208
Q47WG6	Q47WG6	Q47WG6_COLP3	CPS_4206
Q47WG7	Q47WG7	Q47WG7_COLP3	CPS_4205
Q47WG9	Q47WG9	Q47WG9_COLP3	CPS_4202
Q47WH0	Q47WH0	Q47WH0_COLP3	CPS_4201
Q47WH1	Q47WH1	Q47WH1_COLP3	CPS_4200
Q47WH2	Q47WH2	Q47WH2_COLP3	CPS_4199
Q47WH4	Q47WH4	Q47WH4_COLP3	CPS_4197
Q47WH5	Q47WH5	Q47WH5_COLP3	CPS_4196
Q47W03	Q47W03	HSLU_COLP3	CPS_4370
Q47WH8	Q47WH8	Q47WH8_COLP3	CPS_4193
Q47WH9	Q47WH9	Q47WH9_COLP3	CPS_4192
Q47WI0	Q47WI0	Q47WI0_COLP3	CPS_4191
Q47WI6	Q47WI6	Q47WI6_COLP3	CPS_4185
Q47WI7	Q47WI7	Q47WI7_COLP3	CPS_4184
Q47WI9	Q47WI9	Q47WI9_COLP3	CPS_4182
Q47WJ5	Q47WJ5	Q47WJ5_COLP3	CPS_4176
Q47WJ9	Q47WJ9	Q47WJ9_COLP3	CPS_4172
Q47WK0	Q47WK0	Q47WK0_COLP3	CPS_4171
Q47WK2	Q47WK2	Q47WK2_COLP3	CPS_4168
Q47WN7	Q47WN7	Q47WN7_COLP3	CPS_4130
Q47WP0	Q47WP0	Q47WP0_COLP3	CPS_4127
Q47WP6	Q47WP6	Q47WP6_COLP3	CPS_4121
Q47WQ0	Q47WQ0	Q47WQ0_COLP3	CPS_4117
Q47WQ2	Q47WQ2	Q47WQ2_COLP3	CPS_4115
Q47WR9	Q47WR9	Q47WR9_COLP3	CPS_4098
Q47WS2	Q47WS2	Q47WS2_COLP3	CPS_4095
Q47WS3	Q47WS3	Q47WS3_COLP3	CPS_4094
Q47WT9	Q47WT9	Q47WT9_COLP3	CPS_4078
Q47W60	Q47W60	PANB_COLP3	CPS_4312
Q47WV4	Q47WV4	Q47WV4_COLP3	CPS_4062
Q47WZ7	Q47WZ7	Q47WZ7_COLP3	CPS_4016
Q47WZ8	Q47WZ8	Q47WZ8_COLP3	CPS_4015
Q47X08	Q47X08	Q47X08_COLP3	CPS_4005
Q47X28	Q47X28	Q47X28_COLP3	CPS_3984
Q47X30	Q47X30	Q47X30_COLP3	CPS_3982
Q47X57	Q47X57	Q47X57_COLP3	CPS_3955
Q47X59	Q47X59	Q47X59_COLP3	CPS_3953
Q47WC5	Q47WC5	DER_COLP3	CPS_4247
Q47X87	Q47X87	Q47X87_COLP3	CPS_3925
Q47X96	Q47X96	Q47X96_COLP3	CPS_3916
Q47X99	Q47X99	Q47X99_COLP3	CPS_3913
Q47XB2	Q47XB2	Q47XB2_COLP3	CPS_3896
Q47XB9	Q47XB9	Q47XB9_COLP3	CPS_3889
Q47XC2	Q47XC2	Q47XC2_COLP3	CPS_3886
Q47WD4	Q47WD4	SELO_COLP3	CPS_4238
Q47XC5	Q47XC5	Q47XC5_COLP3	CPS_3883
Q47XD6	Q47XD6	Q47XD6_COLP3	CPS_3872
Q47XF7	Q47XF7	Q47XF7_COLP3	CPS_3851
Q47XF8	Q47XF8	Q47XF8_COLP3	CPS_3850
Q47XH2	Q47XH2	Q47XH2_COLP3	CPS_3836
Q47XI1	Q47XI1	Q47XI1_COLP3	CPS_3826
Q47WG3	Q47WG3	LEU3_COLP3	CPS_4209
Q47XJ7	Q47XJ7	Q47XJ7_COLP3	CPS_3810
Q47XJ8	Q47XJ8	Q47XJ8_COLP3	CPS_3809
Q47XK0	Q47XK0	Q47XK0_COLP3	CPS_3807
Q47XK6	Q47XK6	Q47XK6_COLP3	CPS_3801
Q47XK7	Q47XK7	Q47XK7_COLP3	CPS_3800
Q47WK1	Q47WK1	Y4169_COLP3	CPS_4169
Q47XM0	Q47XM0	Q47XM0_COLP3	CPS_3783
Q47XN1	Q47XN1	Q47XN1_COLP3	CPS_3772
Q47XN4	Q47XN4	Q47XN4_COLP3	CPS_3769
Q47XN9	Q47XN9	Q47XN9_COLP3	CPS_3764
Q47XP0	Q47XP0	Q47XP0_COLP3	CPS_3763
Q47XP2	Q47XP2	Q47XP2_COLP3	CPS_3761
Q47WR1	Q47WR1	ENO_COLP3	eno CPS_4106
Q47Z70	Q47Z70	Q47Z70_COLP3	CPS_3204
Q47Z89	Q47Z89	Q47Z89_COLP3	gcvR CPS_3185
Q47ZS8	Q47ZS8	Q47ZS8_COLP3	CPS_2991
Q482P0	Q482P0	Q482P0_COLP3	CPS_2252
Q482Y0	Q482Y0	Q482Y0_COLP3	CPS_2162
Q47YB4	Q47YB4	SYDP_COLP3	syd CPS_3532
Q486W1	Q486W1	Q486W1_COLP3	CPS_1161
Q486X5	Q486X5	Q486X5_COLP3	cobB CPS_1147
Q486Z7	Q486Z7	Q486Z7_COLP3	CPS_1125
Q487A0	Q487A0	Q487A0_COLP3	secD CPS_1122
Q487E1	Q487E1	Q487E1_COLP3	nqrA CPS_1080
Q487N8	Q487N8	Q487N8_COLP3	CPS_0978
Q488K2	Q488K2	Q488K2_COLP3	CPS_0763
Q488R0	Q488R0	Q488R0_COLP3	CPS_0704
Q488Y3	Q488Y3	Q488Y3_COLP3	CPS_0631
Q48AH9	Q48AH9	Q48AH9_COLP3	CPS_0166
Q484P8	Q484P8	Q484P8_COLP3	tolR CPS_1729
Q47Y90	Q47Y90	ISPE_COLP3	ispE CPS_3556
Q488Y9	Q488Y9	RS4_COLP3	rpsD CPS_0625
Q489W3	Q489W3	FADB_COLP3	fadB CPS_0393
Q47VA3	Q47VA3	ERPA_COLP3	erpA CPS_4622
Q47VH9	Q47VH9	Q47VH9_COLP3	ptsN CPS_4545
Q47WU0	Q47WU0	Q47WU0_COLP3	CPS_4077
Q47XK9	Q47XK9	Q47XK9_COLP3	purF CPS_3798
